mileage,dealer,location,price,make,website
"508,565 mi",Penske Used Trucks,"San Antonio, TX","$75,750",2018 FREIGHTLINER T12664ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42172653
"753,925 mi",Don Baskin Truck Sales LLC,"Covington, TN","$18,000",2013 INTERNATIONAL PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2013/ee-listing-42150131
"692,648 mi",Don Baskin Truck Sales LLC,"Covington, TN","$30,000",2003 MACK RD688S,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/rd688s-2003/ee-listing-42150735
"569,478 mi",Penske Used Trucks,"Torrance, CA","$46,250",2016 VOLVO VNL64670,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64670-2016/ee-listing-42179164
"345,000 mi",G&J Truck Sales Inc,"Groom, TX","$19,900",2015 MACK PINNACLE CXU633,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/pinnaclecxu633-2015/ee-listing-42145671
"705,886 mi",Gateline Equipment,"Calhoun, TN","$139,999",2010 PETERBILT 389,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/389-2010/ee-listing-42059971
"725,751 mi",Penske Used Trucks,"Winston Salem, NC","$48,750",2017 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42172557
"728,000 mi",G&J Truck Sales Inc,"Norman, OK","$43,300",2018 FREIGHTLINER CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2018/ee-listing-42132744
"568,693 mi",Penske Used Trucks,"Medley, FL","$46,500",2016 FREIGHTLINER X11364ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2016/ee-listing-42172362
"698,324 mi",Ryder Systems Inc,"Doraville, GA","$40,195",2017 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2017/ee-listing-42183525
"121,786 mi",Don Baskin Truck Sales LLC,"Covington, TN","$15,000",1966 MACK U685ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/mack/u685st-1966/ee-listing-42150522
"365,284 mi",Ryder Systems Inc,"Wayland , MI","$46,995",2015 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42176297
"242,287 mi",Penske Used Trucks,"Westfield, MA","$13,000",2009 INTERNATIONAL 8600,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/8600-2009/ee-listing-42177127
"319,047 mi",Ryder Systems Inc,"Oak Creek, WI","$48,995",2016 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42185338
"75,029 mi",Don Baskin Truck Sales LLC,"Covington, TN","$14,000",2004 GMC TOPKICK C8500,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/gmc/topkickc8500-2004/ee-listing-42150751
"116,355 mi",Penske Used Trucks,"Tampa, FL","$73,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172417
"613,709 mi",Penske Used Trucks,"Louisville, KY","$60,750",2019 INTERNATIONAL LT625,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/lt625-2019/ee-listing-42172760
"113,430 mi",Don Baskin Truck Sales LLC,"Covington, TN","$16,000",2003 INTERNATIONAL WORKSTAR 7300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/workstar7300-2003/ee-listing-42150622
"557,062 mi",Penske Used Trucks,"Dallas, TX","$50,000",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184466
"562,326 mi",Penske Used Trucks,"Sandston, VA","$47,750",2015 VOLVO VNL64300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2015/ee-listing-42174602
"563,157 mi",Penske Used Trucks,"Lakeland, FL","$63,750",2018 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42172648
"611,327 mi",Penske Used Trucks,"Chicopee, MA","$32,750",2014 VOLVO VNL64300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2014/ee-listing-42177941
"498,610 mi",Penske Used Trucks,"Gulfport, MS","$56,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42184502
"470,000 mi",Penske Used Trucks,"Pensacola, FL","$49,500",2015 VOLVO VNL64300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2015/ee-listing-42184433
"232,395 mi",Ryder Systems Inc,"Salisbury, MA","$49,495",2016 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42181587
"399,124 mi",Don Baskin Truck Sales LLC,"Covington, TN","$33,000",2012 INTERNATIONAL PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2012/ee-listing-42150484
"340,109 mi",Oakley Equipment,"Florence, AL","$179,995",2020 PETERBILT 389,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/389-2020/ee-listing-42145601
"894,016 mi",Ryder Systems Inc,"Atlanta, GA","$24,495",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42181734
"718,965 mi",Ryder Systems Inc,"Bensalem, PA","$49,850",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42181707
"422,089 mi","Quad-City Peterbilt, Inc","Davenport, IA","$84,900",2017 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2017/ee-listing-42107219
"327,070 mi",Penske Used Trucks,"Medley, FL","$39,250",2015 FREIGHTLINER X11342ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11342st-2015/ee-listing-42174536
"529,039 mi",Trevs Trucks,"Kansas City, MO","$44,950",2015 INTERNATIONAL PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2015/ee-listing-42154060
"434,086 mi",Penske Used Trucks,"Baltimore, MD","$48,000",2015 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42174470
"485,949 mi",Penske Used Trucks,"Ypsilanti, MI","$66,250",2019 VOLVO VNR64300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnr64300-2019/ee-listing-42179982
"522,919 mi",Don Baskin Truck Sales LLC,"Covington, TN","$9,000",2005 STERLING A9500,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/sterling/a9500-2005/ee-listing-42150869
"484,923 mi",Ryder Systems Inc,"Laurel, MD","$51,495",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42169656
"478,871 mi",Penske Used Trucks,"Belden, MS","$88,750",2018 FREIGHTLINER T12664ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42175145
"542,433 mi",Trevs Trucks,"Kansas City, MO","$77,950",2018 PETERBILT 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2018/ee-listing-42183797
"517,634 mi",Penske Used Trucks,"Sturtevant, WI","$46,250",2015 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42174559
"346,800 mi",Penske Used Trucks,"Conyers, GA","$51,750",2017 INTERNATIONAL PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2017/ee-listing-42184584
"664,210 mi",Penske Used Trucks,"Ocala, FL","$45,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174758
"640,582 mi","Quad-City Peterbilt, Inc","Davenport, IA","$69,900",2019 PETERBILT 579,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/579-2019/ee-listing-42158791
"485,555 mi",Penske Used Trucks,"White Deer, PA","$37,750",2016 FREIGHTLINER X11364ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2016/ee-listing-42174988
"113,144 mi",Don Baskin Truck Sales LLC,"Covington, TN","$30,000",1963 KENWORTH W900A,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/w900a-1963/ee-listing-42150601
"341,959 mi",Penske Used Trucks,"Cross Lanes, WV","$61,000",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42182139
"563,588 mi",Don Baskin Truck Sales LLC,"Covington, TN","$55,000",2011 FREIGHTLINER CORONADO 132,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/coronado132-2011/ee-listing-42150749
"321,553 mi",Ryder Systems Inc,"Sharonville, OH","$54,995",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42185405
"569,604 mi",Penske Used Trucks,"Greensboro, NC","$46,250",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42179824
"400,000 mi",Martins Peterbilt,"London, KY",Call For Price,2020 PETERBILT 389,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/389-2020/ee-listing-42185572
"455,215 mi",Ryder Systems Inc,"Bolingbrook, IL","$35,995",2015 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42179543
"301,175 mi",Ryder Systems Inc,"Tampa, FL","$56,632",2016 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2016/ee-listing-42140565
"653,857 mi",Penske Used Trucks,"Torrance, CA","$77,750",2020 FREIGHTLINER T12664ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2020/ee-listing-42175284
"195,371 mi",Ryder Systems Inc,"Salisbury, MA","$45,495",2014 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2014/ee-listing-42176329
"390,526 mi",Don Baskin Truck Sales LLC,"Covington, TN","$26,000",2009 FREIGHTLINER CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2009/ee-listing-42150468
"696,361 mi",Penske Used Trucks,"West Columbia, SC","$52,500",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174956
"655,974 mi",Penske Used Trucks,"Fort Myers, FL","$68,750",2018 FREIGHTLINER T12664ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42182290
"239,059 mi",Penske Used Trucks,"Denver, CO","$64,250",2016 FREIGHTLINER X11364ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x11364st-2016/ee-listing-42179879
"455,956 mi",Penske Used Trucks,"Pewaukee, WI","$57,750",2016 VOLVO VNL64670,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64670-2016/ee-listing-42172480
"634,361 mi",Penske Used Trucks,"Rochester, NY","$37,500",2016 INTERNATIONAL PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2016/ee-listing-42184710
"1,827 mi",Martins Peterbilt,"London, KY",Call For Price,2023 PETERBILT 389,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/389-2023/ee-listing-42171884
"577,467 mi",Penske Used Trucks,"Belden, MS","$74,000",2018 FREIGHTLINER T12664ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2018/ee-listing-42175136
"553,790 mi",Penske Used Trucks,"Wilkes Barre, PA","$63,500",2018 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42172698
"584,690 mi",Penske Used Trucks,"Kearny, NJ","$52,250",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172463
"529,000 mi",Diamond Trail Sales Inc,"Monroe, IA","$119,500",2017 PETERBILT 389,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/peterbilt/389-2017/ee-listing-42185588
"331,595 mi",Ryder Systems Inc,"Orlando, FL","$27,295",2014 Freightliner CASCADIA 113,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia113-2014/ee-listing-42169697
"231,298 mi",Ryder Systems Inc,"Springfield, MA","$38,610",2015 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2015/ee-listing-42149683
"362,000 mi",Impel Union,"Alsip, IL","$88,500",2019 Freightliner Cascadia,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia-2019/ee-listing-42164852
"802,785 mi",Penske Used Trucks,"Conyers, GA","$38,750",2017 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42168497
"215,512 mi",Ryder Systems Inc,"Altoona, IA","$49,995",2015 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2015/ee-listing-42185333
"702,796 mi",Penske Used Trucks,"Ocala, FL","$68,500",2018 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2018/ee-listing-42182274
"760,689 mi",Ryder Systems Inc,"North Little Rock, AR","$61,452",2019 Volvo VNL64TRACTOR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64tractor-2019/ee-listing-42159347
"565,317 mi",Penske Used Trucks,"North Bergen, NJ","$45,000",2016 VOLVO VNL64300,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/volvo/vnl64300-2016/ee-listing-42172411
"479,481 mi",Ryder Systems Inc,"Springfield, MA","$37,395",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42171483
"669,745 mi",Penske Used Trucks,"Houston, TX","$46,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172465
"690,192 mi",Ryder Systems Inc,"Greenville, SC","$55,495",2020 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2020/ee-listing-42145220
"610,000 mi",Dobbs Peterbilt - CA,"West Sacramento, CA","$59,950",2017 KENWORTH T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2017/ee-listing-42158337
"388,812 mi",Ryder Systems Inc,"Minneapolis, MN","$45,995",2015 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42177562
"640,311 mi",Ryder Systems Inc,"Cleveland, OH","$57,995",2018 Freightliner NEW CASCADIA PX12664,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/newcascadiapx12664-2018/ee-listing-42159238
"637,265 mi",Penske Used Trucks,"Fontana, CA","$71,250",2019 FREIGHTLINER T12664ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/t12664st-2019/ee-listing-42175232
"718,515 mi",Penske Used Trucks,"Kansas City, MO","$48,250",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42179130
"264,182 mi",Penske Used Trucks,"Lexington, KY","$80,000",2018 FREIGHTLINER X12542ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12542st-2018/ee-listing-42175086
"460,572 mi",Penske Used Trucks,"Holland, MI","$43,750",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42185228
"729,465 mi",Ryder Systems Inc,"Clarksville, IN","$36,330",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42160673
"482,372 mi",Impel Union,"Alsip, IL","$73,000",2019 Kenworth T680,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/kenworth/t680-2019/ee-listing-42148594
"796,817 mi",Trevs Trucks,"Kansas City, MO","$42,950",2015 FREIGHTLINER CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2015/ee-listing-42183780
"373,954 mi",Ryder Systems Inc,"Springfield, MA","$55,695",2016 Navistar International PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/navistarinternational/prostar-2016/ee-listing-42176372
"503,308 mi",Penske Used Trucks,"Oakwood Village, OH","$44,000",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42172453
"531,021 mi",Penske Used Trucks,"Houston, TX","$47,500",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42182171
"393,833 mi",Ryder Systems Inc,"Syracuse, NY","$59,319",2018 Freightliner M2 106,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/m2106-2018/ee-listing-42140602
"497,857 mi",Penske Used Trucks,"Sturtevant, WI","$64,000",2017 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2017/ee-listing-42175006
"570,942 mi",Penske Used Trucks,"Cleona, PA","$45,250",2016 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2016/ee-listing-42174690
"537,792 mi",Ryder Systems Inc,"St. Rose, LA","$53,495",2020 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2020/ee-listing-42178603
"465,868 mi",Ryder Systems Inc,"Houston, TX","$47,595",2016 Freightliner CASCADIA 125,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/cascadia125-2016/ee-listing-42178734
"517,020 mi",Penske Used Trucks,"Pensacola, FL","$29,250",2009 INTERNATIONAL PROSTAR,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/international/prostar-2009/ee-listing-42180010
"712,715 mi",Penske Used Trucks,"Boise, ID","$18,000",2015 FREIGHTLINER X12564ST,https://www.equipmentexperts.com/trucking/heavy-duty/trucktractor/freightliner/x12564st-2015/ee-listing-42162495
